@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
2009,'2026/05/31 15:56:29:998',3,0.509782,0.23453,1,0.5,0,1
2010,'2026/05/31 15:56:30:031',3,0.509628,0.234565,1,0.5,0,1
2011,'2026/05/31 15:56:30:065',3,0.510093,0.235333,1,0.5,0,1
2012,'2026/05/31 15:56:30:099',3,0.510189,0.235422,1,0.5,0,1
2013,'2026/05/31 15:56:30:132',3,0.510571,0.235624,1,0.5,0,1
2014,'2026/05/31 15:56:30:166',3,0.510667,0.236101,1,0.5,0,1
2015,'2026/05/31 15:56:30:199',3,0.510636,0.236406,1,0.5,0,1
2016,'2026/05/31 15:56:30:233',3,0.510287,0.236665,1,0.5,0,1
2017,'2026/05/31 15:56:30:266',3,0.510256,0.236931,1,0.5,0,1
2018,'2026/05/31 15:56:30:299',3,0.510164,0.237051,1,0.5,0,1
2019,'2026/05/31 15:56:30:332',3,0.509989,0.236938,1,0.5,0,1
2020,'2026/05/31 15:56:30:365',3,0.509926,0.237101,1,0.5,0,1
2021,'2026/05/31 15:56:30:400',3,0.509994,0.236938,1,0.5,0,1
2022,'2026/05/31 15:56:30:432',3,0.510054,0.236895,1,0.5,0,1
2023,'2026/05/31 15:56:30:467',3,0.510288,0.236904,1,0.5,0,1
2024,'2026/05/31 15:56:30:500',3,0.510583,0.23731,1,0.5,0,1
2025,'2026/05/31 15:56:30:534',3,0.510807,0.237666,1,0.5,0,1
2026,'2026/05/31 15:56:30:567',3,0.511114,0.237891,1,0.5,0,1
2027,'2026/05/31 15:56:30:599',3,0.51133,0.238704,1,0.5,0,1
2028,'2026/05/31 15:56:30:635',3,0.511614,0.238961,1,0.5,0,1
2029,'2026/05/31 15:56:30:667',3,0.511498,0.238859,1,0.5,0,1
2030,'2026/05/31 15:56:30:701',3,0.511506,0.239114,1,0.5,0,1
2031,'2026/05/31 15:56:30:733',3,0.511471,0.239265,1,0.5,0,1
2032,'2026/05/31 15:56:30:768',3,0.51146,0.238796,1,0.5,0,1
2033,'2026/05/31 15:56:30:801',3,0.511217,0.238467,1,0.5,0,1
2034,'2026/05/31 15:56:30:833',3,0.511048,0.238841,1,0.5,0,1
2035,'2026/05/31 15:56:30:867',3,0.511279,0.23869,1,0.5,0,1
2036,'2026/05/31 15:56:30:900',3,0.511524,0.237676,1,0.5,0,1
2037,'2026/05/31 15:56:30:935',3,0.511878,0.237769,1,0.5,0,1
2038,'2026/05/31 15:56:30:967',3,0.512508,0.237689,1,0.5,0,1
2039,'2026/05/31 15:56:31:000',3,0.512624,0.236731,1,0.5,0,1
2040,'2026/05/31 15:56:31:035',3,0.512391,0.236526,1,0.5,0,1
2041,'2026/05/31 15:56:31:066',3,0.512429,0.236282,1,0.5,0,1
2042,'2026/05/31 15:56:31:101',3,0.512491,0.236091,1,0.5,0,1
2043,'2026/05/31 15:56:31:135',3,0.512564,0.236052,1,0.5,0,1
2044,'2026/05/31 15:56:31:166',3,0.513027,0.236946,1,0.5,0,1
2045,'2026/05/31 15:56:31:200',3,0.513062,0.2378,1,0.5,0,1
2046,'2026/05/31 15:56:46:103',4,0.485385,0.834867,1,0.5,1,1
2047,'2026/05/31 15:56:46:136',4,0.484671,0.833419,1,0.5,1,1
2048,'2026/05/31 15:56:46:167',4,0.484478,0.833086,1,0.5,1,1
2049,'2026/05/31 15:56:46:202',4,0.484932,0.836575,1,0.5,1,1
2050,'2026/05/31 15:56:46:234',4,0.485247,0.836924,1,0.5,1,1
2051,'2026/05/31 15:56:46:269',4,0.485897,0.836925,1,0.5,1,1
2052,'2026/05/31 15:56:46:301',4,0.486522,0.838367,1,0.5,1,1
2053,'2026/05/31 15:56:46:336',4,0.486902,0.836932,1,0.5,1,1
2054,'2026/05/31 15:56:46:370',4,0.487686,0.831539,1,0.5,1,1
2055,'2026/05/31 15:56:46:401',4,0.488182,0.826949,1,0.5,1,1
2056,'2026/05/31 15:56:46:435',4,0.488477,0.824093,1,0.5,1,1
2057,'2026/05/31 15:56:46:468',4,0.488935,0.819407,1,0.5,1,1
2058,'2026/05/31 15:56:46:502',4,0.489427,0.816877,1,0.5,1,1
2059,'2026/05/31 15:56:46:537',4,0.48991,0.816988,1,0.5,1,1
2060,'2026/05/31 15:56:46:567',4,0.490859,0.816483,1,0.5,1,1
2061,'2026/05/31 15:56:46:604',4,0.49182,0.816515,1,0.5,1,1
2062,'2026/05/31 15:56:46:633',4,0.493299,0.817653,1,0.5,1,1
2063,'2026/05/31 15:56:46:668',4,0.494686,0.819861,1,0.5,1,1
2064,'2026/05/31 15:56:46:702',4,0.495043,0.819386,1,0.5,1,1
2065,'2026/05/31 15:56:46:736',4,0.4952,0.819482,1,0.5,1,1
2066,'2026/05/31 15:56:46:770',4,0.495627,0.819985,1,0.5,1,1
2067,'2026/05/31 15:56:46:801',4,0.495739,0.819314,1,0.5,1,1
2068,'2026/05/31 15:56:46:835',4,0.495422,0.81919,1,0.5,1,1
2069,'2026/05/31 15:56:46:868',4,0.495212,0.818827,1,0.5,1,1
2070,'2026/05/31 15:56:46:899',4,0.495109,0.818955,1,0.5,1,1
2071,'2026/05/31 15:56:46:935',4,0.495009,0.818699,1,0.5,1,1
2072,'2026/05/31 15:56:46:965',4,0.494952,0.818941,1,0.5,1,1
2073,'2026/05/31 15:56:46:999',4,0.494812,0.820815,1,0.5,1,1
2074,'2026/05/31 15:56:47:032',4,0.494909,0.821397,1,0.5,1,1
2075,'2026/05/31 15:56:47:065',4,0.494792,0.82061,1,0.5,1,1
2076,'2026/05/31 15:56:47:099',4,0.494042,0.820565,1,0.5,1,1
2077,'2026/05/31 15:56:47:132',4,0.49334,0.820661,1,0.5,1,1
2078,'2026/05/31 15:56:47:165',4,0.492816,0.818773,1,0.5,1,1
2079,'2026/05/31 15:56:47:199',4,0.492396,0.818516,1,0.5,1,1
2080,'2026/05/31 15:56:47:232',4,0.492433,0.817853,1,0.5,1,1
2081,'2026/05/31 15:56:47:265',4,0.492803,0.816615,1,0.5,1,1
2082,'2026/05/31 15:56:47:298',4,0.492927,0.815695,1,0.5,1,1
2083,'2026/05/31 15:56:47:332',4,0.492627,0.814713,1,0.5,1,1
2084,'2026/05/31 15:56:47:366',4,0.491941,0.814383,1,0.5,1,1
2085,'2026/05/31 15:56:47:405',4,0.490833,0.814735,1,0.5,1,1
2086,'2026/05/31 15:56:47:435',4,0.489897,0.814747,1,0.5,1,1
2087,'2026/05/31 15:56:47:471',4,0.489642,0.814813,1,0.5,1,1
2088,'2026/05/31 15:56:47:501',4,0.489751,0.814474,1,0.5,1,1
2089,'2026/05/31 15:56:47:536',4,0.48999,0.814771,1,0.5,1,1
2090,'2026/05/31 15:56:47:569',4,0.490212,0.815122,1,0.5,1,1
2091,'2026/05/31 15:56:47:604',4,0.490177,0.814987,1,0.5,1,1
2092,'2026/05/31 15:56:47:637',4,0.489973,0.814953,1,0.5,1,1
2093,'2026/05/31 15:56:47:668',4,0.489827,0.814528,1,0.5,1,1
2094,'2026/05/31 15:56:47:704',4,0.489912,0.814494,1,0.5,1,1
2095,'2026/05/31 15:56:47:734',4,0.490092,0.814248,1,0.5,1,1
2096,'2026/05/31 15:56:47:771',4,0.490158,0.814232,1,0.5,1,1
2097,'2026/05/31 15:56:47:803',4,0.490206,0.814062,1,0.5,1,1
2098,'2026/05/31 15:56:47:835',4,0.490189,0.81346,1,0.5,1,1
2099,'2026/05/31 15:56:47:871',4,0.490043,0.813339,1,0.5,1,1
2100,'2026/05/31 15:56:47:902',4,0.489744,0.814029,1,0.5,1,1
2101,'2026/05/31 15:56:47:936',4,0.489281,0.815299,1,0.5,1,1
2102,'2026/05/31 15:56:47:969',4,0.488464,0.815858,1,0.5,1,1
2103,'2026/05/31 15:56:48:003',4,0.487683,0.815856,1,0.5,1,1
2104,'2026/05/31 15:56:48:037',4,0.487008,0.816048,1,0.5,1,1
2105,'2026/05/31 15:56:48:068',4,0.486594,0.816054,1,0.5,1,1
2106,'2026/05/31 15:56:48:104',4,0.486837,0.81593,1,0.5,1,1
2107,'2026/05/31 15:56:48:135',4,0.487055,0.815827,1,0.5,1,1
2108,'2026/05/31 15:56:48:169',4,0.486967,0.816366,1,0.5,1,1
2109,'2026/05/31 15:56:48:202',4,0.487186,0.816425,1,0.5,1,1
2110,'2026/05/31 15:56:48:236',4,0.486995,0.816586,1,0.5,1,1
2111,'2026/05/31 15:56:48:269',4,0.486817,0.816422,1,0.5,1,1
2112,'2026/05/31 15:56:48:298',4,0.486324,0.81598,1,0.5,1,1
2113,'2026/05/31 15:56:48:337',4,0.486134,0.816148,1,0.5,1,1
2114,'2026/05/31 15:56:48:368',4,0.486353,0.815905,1,0.5,1,1
2115,'2026/05/31 15:56:48:403',4,0.486292,0.816106,1,0.5,1,1
2116,'2026/05/31 15:56:48:435',4,0.486247,0.816483,1,0.5,1,1
2117,'2026/05/31 15:56:48:470',4,0.48591,0.816633,1,0.5,1,1
2118,'2026/05/31 15:56:48:503',4,0.485532,0.816677,1,0.5,1,1
2119,'2026/05/31 15:56:48:534',4,0.485302,0.817024,1,0.5,1,1
2120,'2026/05/31 15:56:48:569',4,0.485037,0.817154,1,0.5,1,1
2121,'2026/05/31 15:56:48:601',4,0.485078,0.816941,1,0.5,1,1
2122,'2026/05/31 15:56:48:636',4,0.484568,0.816594,1,0.5,1,1
2123,'2026/05/31 15:56:48:670',4,0.484762,0.81623,1,0.5,1,1
2124,'2026/05/31 15:56:48:701',4,0.485168,0.816487,1,0.5,1,1
2125,'2026/05/31 15:56:48:737',4,0.485774,0.817398,1,0.5,1,1
2126,'2026/05/31 15:56:48:768',4,0.486707,0.818381,1,0.5,1,1
2127,'2026/05/31 15:56:48:803',4,0.487563,0.818675,1,0.5,1,1
2128,'2026/05/31 15:56:48:836',4,0.487507,0.818378,1,0.5,1,1
2129,'2026/05/31 15:56:48:869',4,0.487533,0.818328,1,0.5,1,1
2130,'2026/05/31 15:56:48:903',4,0.487718,0.818311,1,0.5,1,1
2131,'2026/05/31 15:56:48:934',4,0.487804,0.81838,1,0.5,1,1
2132,'2026/05/31 15:56:48:969',4,0.48739,0.818598,1,0.5,1,1
2133,'2026/05/31 15:56:49:002',4,0.486665,0.818839,1,0.5,1,1
2134,'2026/05/31 15:56:49:037',4,0.485902,0.819287,1,0.5,1,1
2135,'2026/05/31 15:56:49:070',4,0.485317,0.819611,1,0.5,1,1
2136,'2026/05/31 15:56:49:102',4,0.484205,0.81973,1,0.5,1,1
2137,'2026/05/31 15:56:49:138',4,0.483701,0.819594,1,0.5,1,1
2138,'2026/05/31 15:56:49:168',4,0.483017,0.819366,1,0.5,1,1
2139,'2026/05/31 15:56:49:203',4,0.482611,0.819034,1,0.5,1,1
2140,'2026/05/31 15:56:49:235',4,0.482426,0.819213,1,0.5,1,1
2141,'2026/05/31 15:56:49:269',4,0.482467,0.819428,1,0.5,1,1
2142,'2026/05/31 15:56:49:303',4,0.48245,0.819403,1,0.5,1,1
2143,'2026/05/31 15:56:49:336',4,0.482188,0.819169,1,0.5,1,1
2144,'2026/05/31 15:56:49:370',4,0.481501,0.818268,1,0.5,1,1
2145,'2026/05/31 15:56:49:402',4,0.480704,0.817801,1,0.5,1,1
2146,'2026/05/31 15:56:49:437',4,0.480407,0.817294,1,0.5,1,1
2147,'2026/05/31 15:56:49:468',4,0.480421,0.816918,1,0.5,1,1
2148,'2026/05/31 15:56:49:503',4,0.480538,0.817371,1,0.5,1,1
2149,'2026/05/31 15:56:49:537',4,0.480762,0.817193,1,0.5,1,1
2150,'2026/05/31 15:56:49:568',4,0.480787,0.817053,1,0.5,1,1
2151,'2026/05/31 15:56:49:603',4,0.480698,0.817278,1,0.5,1,1
2152,'2026/05/31 15:56:49:635',4,0.480865,0.817148,1,0.5,1,1
2153,'2026/05/31 15:56:49:670',4,0.481501,0.817884,1,0.5,1,1
2154,'2026/05/31 15:56:49:704',4,0.481584,0.817138,1,0.5,1,1
2155,'2026/05/31 15:56:49:735',4,0.481523,0.817563,1,0.5,1,1
2156,'2026/05/31 15:56:49:771',4,0.481676,0.817719,1,0.5,1,1
2157,'2026/05/31 15:56:49:801',4,0.481582,0.817773,1,0.5,1,1
2158,'2026/05/31 15:56:49:836',4,0.481525,0.817985,1,0.5,1,1
2159,'2026/05/31 15:56:49:869',4,0.481621,0.81802,1,0.5,1,1
2160,'2026/05/31 15:56:49:903',4,0.481341,0.818343,1,0.5,1,1
2161,'2026/05/31 15:56:49:937',4,0.481073,0.818064,1,0.5,1,1
2162,'2026/05/31 15:56:49:968',4,0.480905,0.818149,1,0.5,1,1
2163,'2026/05/31 15:56:50:004',4,0.481148,0.817925,1,0.5,1,1
2164,'2026/05/31 15:56:50:034',4,0.481319,0.817304,1,0.5,1,1
2165,'2026/05/31 15:56:50:071',4,0.481513,0.817535,1,0.5,1,1
2166,'2026/05/31 15:56:50:104',4,0.481581,0.816371,1,0.5,1,1
2167,'2026/05/31 15:56:50:136',4,0.481787,0.815735,1,0.5,1,1
2168,'2026/05/31 15:56:50:171',4,0.482412,0.815285,1,0.5,1,1
2169,'2026/05/31 15:56:50:202',4,0.483085,0.814809,1,0.5,1,1
2170,'2026/05/31 15:56:50:235',4,0.483454,0.814463,1,0.5,1,1
2171,'2026/05/31 15:56:50:269',4,0.483644,0.814043,1,0.5,1,1
2172,'2026/05/31 15:56:50:304',4,0.483438,0.813941,1,0.5,1,1
2173,'2026/05/31 15:56:50:337',4,0.483653,0.814023,1,0.5,1,1
2174,'2026/05/31 15:56:50:369',4,0.483428,0.814013,1,0.5,1,1
2175,'2026/05/31 15:56:50:404',4,0.483562,0.814025,1,0.5,1,1
2176,'2026/05/31 15:56:50:435',4,0.483483,0.813674,1,0.5,1,1
2177,'2026/05/31 15:56:50:470',4,0.483435,0.813824,1,0.5,1,1
2178,'2026/05/31 15:56:50:501',4,0.483412,0.813733,1,0.5,1,1
2179,'2026/05/31 15:56:50:538',4,0.483424,0.813828,1,0.5,1,1
2180,'2026/05/31 15:56:50:570',4,0.483501,0.813816,1,0.5,1,1
2181,'2026/05/31 15:56:50:603',4,0.483326,0.813733,1,0.5,1,1
2182,'2026/05/31 15:56:50:637',4,0.483242,0.814098,1,0.5,1,1
2183,'2026/05/31 15:56:50:668',4,0.483349,0.814631,1,0.5,1,1
2184,'2026/05/31 15:56:50:703',4,0.483004,0.814883,1,0.5,1,1
2185,'2026/05/31 15:56:50:735',4,0.482707,0.814857,1,0.5,1,1
2186,'2026/05/31 15:56:50:770',4,0.482662,0.814846,1,0.5,1,1
2187,'2026/05/31 15:56:50:803',4,0.482143,0.814373,1,0.5,1,1
2188,'2026/05/31 15:56:50:836',4,0.48157,0.814682,1,0.5,1,1
2189,'2026/05/31 15:56:50:871',4,0.480786,0.814284,1,0.5,1,1
2190,'2026/05/31 15:56:50:902',4,0.480542,0.815259,1,0.5,1,1
2191,'2026/05/31 15:56:50:936',4,0.480053,0.81726,1,0.5,1,1
2192,'2026/05/31 15:56:50:969',4,0.479782,0.818925,1,0.5,1,1
2193,'2026/05/31 15:56:51:005',4,0.479721,0.819461,1,0.5,1,1
2194,'2026/05/31 15:56:51:037',4,0.479506,0.818682,1,0.5,1,1
2195,'2026/05/31 15:56:51:069',4,0.479281,0.818571,1,0.5,1,1
2196,'2026/05/31 15:56:51:105',4,0.479154,0.818191,1,0.5,1,1
2197,'2026/05/31 15:56:51:135',4,0.479306,0.817355,1,0.5,1,1
2198,'2026/05/31 15:56:51:169',4,0.479059,0.817117,1,0.5,1,1
2199,'2026/05/31 15:56:51:202',4,0.479279,0.816554,1,0.5,1,1
2200,'2026/05/31 15:56:51:238',4,0.478992,0.815717,1,0.5,1,1
2201,'2026/05/31 15:56:51:270',4,0.479062,0.814785,1,0.5,1,1
2202,'2026/05/31 15:56:51:303',4,0.479096,0.813645,1,0.5,1,1
2203,'2026/05/31 15:56:51:338',4,0.478835,0.811517,1,0.5,1,1
2204,'2026/05/31 15:56:51:368',4,0.478441,0.809591,1,0.5,1,1
2205,'2026/05/31 15:56:51:403',4,0.478525,0.809203,1,0.5,1,1
2206,'2026/05/31 15:56:51:436',4,0.478075,0.808293,1,0.5,1,1
2207,'2026/05/31 15:56:51:471',4,0.478272,0.807341,1,0.5,1,1
2208,'2026/05/31 15:56:51:504',4,0.478385,0.807206,1,0.5,1,1
2209,'2026/05/31 15:56:51:534',4,0.478131,0.806285,1,0.5,1,1
2210,'2026/05/31 15:56:51:572',4,0.477787,0.805365,1,0.5,1,1
2211,'2026/05/31 15:56:51:602',4,0.477765,0.805021,1,0.5,1,1
2212,'2026/05/31 15:56:51:636',4,0.477774,0.805067,1,0.5,1,1
2213,'2026/05/31 15:56:51:669',4,0.477875,0.805068,1,0.5,1,1
2214,'2026/05/31 15:56:51:704',4,0.477701,0.805704,1,0.5,1,1
2215,'2026/05/31 15:56:51:737',4,0.478652,0.806835,1,0.5,1,1
2216,'2026/05/31 15:56:51:768',4,0.479937,0.807752,1,0.5,1,1
2217,'2026/05/31 15:56:51:804',4,0.481478,0.808525,1,0.5,1,1
2218,'2026/05/31 15:56:51:834',4,0.483287,0.8086,1,0.5,1,1
2219,'2026/05/31 15:56:51:872',4,0.483837,0.809006,1,0.5,1,1
2220,'2026/05/31 15:56:51:903',4,0.484719,0.808336,1,0.5,1,1
2221,'2026/05/31 15:56:51:935',4,0.485401,0.808145,1,0.5,1,1
2222,'2026/05/31 15:56:51:971',4,0.48578,0.80652,1,0.5,1,1
2223,'2026/05/31 15:56:52:003',4,0.486005,0.805716,1,0.5,1,1
2224,'2026/05/31 15:56:52:036',4,0.485447,0.805876,1,0.5,1,1
2225,'2026/05/31 15:56:52:068',4,0.484694,0.805005,1,0.5,1,1
2226,'2026/05/31 15:56:52:105',4,0.483882,0.804932,1,0.5,1,1
2227,'2026/05/31 15:56:52:137',4,0.483768,0.804468,1,0.5,1,1
2228,'2026/05/31 15:56:52:169',4,0.483325,0.804587,1,0.5,1,1
2229,'2026/05/31 15:56:52:205',4,0.482641,0.804543,1,0.5,1,1
2230,'2026/05/31 15:56:52:235',4,0.482556,0.804134,1,0.5,1,1
2231,'2026/05/31 15:56:52:269',4,0.482396,0.803855,1,0.5,1,1
2232,'2026/05/31 15:56:52:302',4,0.481947,0.804026,1,0.5,1,1
2233,'2026/05/31 15:56:52:338',4,0.481211,0.804067,1,0.5,1,1
2234,'2026/05/31 15:56:52:370',4,0.481125,0.803996,1,0.5,1,1
2235,'2026/05/31 15:56:52:402',4,0.480605,0.803662,1,0.5,1,1
2236,'2026/05/31 15:56:52:438',4,0.480248,0.803482,1,0.5,1,1
2237,'2026/05/31 15:56:52:469',4,0.480724,0.803129,1,0.5,1,1
2238,'2026/05/31 15:56:52:503',4,0.480618,0.804613,1,0.5,1,1
2239,'2026/05/31 15:56:52:537',4,0.480701,0.805889,1,0.5,1,1
2240,'2026/05/31 15:56:52:570',4,0.481227,0.806239,1,0.5,1,1
2241,'2026/05/31 15:56:52:604',4,0.481502,0.806763,1,0.5,1,1
2242,'2026/05/31 15:56:52:635',4,0.481854,0.805896,1,0.5,1,1
2243,'2026/05/31 15:56:52:670',4,0.481971,0.805574,1,0.5,1,1
2244,'2026/05/31 15:56:52:701',4,0.48197,0.804837,1,0.5,1,1
2245,'2026/05/31 15:56:52:738',4,0.481863,0.803969,1,0.5,1,1
2246,'2026/05/31 15:56:52:770',4,0.481968,0.804604,1,0.5,1,1
2247,'2026/05/31 15:56:52:803',4,0.482435,0.80426,1,0.5,1,1
2248,'2026/05/31 15:56:52:838',4,0.482502,0.804424,1,0.5,1,1
2249,'2026/05/31 15:56:52:869',4,0.482644,0.803941,1,0.5,1,1
2250,'2026/05/31 15:56:52:903',4,0.481833,0.803565,1,0.5,1,1
2251,'2026/05/31 15:56:52:935',4,0.481395,0.80297,1,0.5,1,1
2252,'2026/05/31 15:56:52:972',4,0.481298,0.802603,1,0.5,1,1
2253,'2026/05/31 15:56:53:004',4,0.481249,0.802771,1,0.5,1,1
2254,'2026/05/31 15:56:53:036',4,0.481641,0.80369,1,0.5,1,1
2255,'2026/05/31 15:56:53:072',4,0.482058,0.804861,1,0.5,1,1
2256,'2026/05/31 15:56:53:102',4,0.482727,0.805497,1,0.5,1,1
2257,'2026/05/31 15:56:53:136',4,0.483506,0.805543,1,0.5,1,1
2258,'2026/05/31 15:56:53:169',4,0.483607,0.805057,1,0.5,1,1
2259,'2026/05/31 15:56:53:205',4,0.483694,0.805094,1,0.5,1,1
2260,'2026/05/31 15:56:53:237',4,0.48371,0.804959,1,0.5,1,1
2261,'2026/05/31 15:56:53:269',4,0.483878,0.804898,1,0.5,1,1
2262,'2026/05/31 15:56:53:305',4,0.484058,0.805598,1,0.5,1,1
2263,'2026/05/31 15:56:53:336',4,0.484228,0.805958,1,0.5,1,1
2264,'2026/05/31 15:56:53:369',4,0.484352,0.805827,1,0.5,1,1
2265,'2026/05/31 15:56:53:402',4,0.484166,0.805149,1,0.5,1,1
2266,'2026/05/31 15:56:53:437',4,0.484536,0.805549,1,0.5,1,1
2267,'2026/05/31 15:56:53:471',4,0.484935,0.805661,1,0.5,1,1
2268,'2026/05/31 15:56:53:502',4,0.48519,0.806447,1,0.5,1,1
2269,'2026/05/31 15:56:53:538',4,0.486166,0.806967,1,0.5,1,1
2270,'2026/05/31 15:56:53:569',4,0.486906,0.807181,1,0.5,1,1
2271,'2026/05/31 15:56:53:604',4,0.487962,0.80713,1,0.5,1,1
2272,'2026/05/31 15:56:53:637',4,0.488388,0.806804,1,0.5,1,1
2273,'2026/05/31 15:56:53:671',4,0.489053,0.806232,1,0.5,1,1
2274,'2026/05/31 15:56:53:704',4,0.489548,0.8057,1,0.5,1,1
2275,'2026/05/31 15:56:53:735',4,0.490141,0.805338,1,0.5,1,1
2276,'2026/05/31 15:56:53:771',4,0.491265,0.805551,1,0.5,1,1
2277,'2026/05/31 15:56:53:802',4,0.491923,0.805266,1,0.5,1,1
2278,'2026/05/31 15:56:53:838',4,0.492458,0.80508,1,0.5,1,1
2279,'2026/05/31 15:56:53:870',4,0.493057,0.805387,1,0.5,1,1
2280,'2026/05/31 15:56:53:902',4,0.493455,0.804264,1,0.5,1,1
2281,'2026/05/31 15:56:53:936',4,0.49337,0.804268,1,0.5,1,1
2282,'2026/05/31 15:56:53:968',4,0.493304,0.804444,1,0.5,1,1
2283,'2026/05/31 15:56:54:003',4,0.493006,0.804078,1,0.5,1,1
2284,'2026/05/31 15:56:54:035',4,0.492352,0.804249,1,0.5,1,1
2285,'2026/05/31 15:56:54:071',4,0.491961,0.804356,1,0.5,1,1
2286,'2026/05/31 15:56:54:103',4,0.492202,0.804159,1,0.5,1,1
2287,'2026/05/31 15:56:54:135',4,0.491974,0.802718,1,0.5,1,1
2288,'2026/05/31 15:56:54:171',4,0.492428,0.802204,1,0.5,1,1
2289,'2026/05/31 15:56:54:202',4,0.492782,0.802408,1,0.5,1,1
2290,'2026/05/31 15:56:54:236',4,0.492525,0.801853,1,0.5,1,1
2291,'2026/05/31 15:56:54:269',4,0.492799,0.802201,1,0.5,1,1
2292,'2026/05/31 15:56:54:305',4,0.493217,0.80241,1,0.5,1,1
2293,'2026/05/31 15:56:54:337',4,0.493714,0.802218,1,0.5,1,1
2294,'2026/05/31 15:56:54:369',4,0.494743,0.801079,1,0.5,1,1
2295,'2026/05/31 15:56:54:405',4,0.496135,0.801075,1,0.5,1,1
2296,'2026/05/31 15:56:54:436',4,0.497949,0.802072,1,0.5,1,1
2297,'2026/05/31 15:56:54:471',4,0.498721,0.803606,1,0.5,1,1
2298,'2026/05/31 15:56:54:503',4,0.499189,0.804587,1,0.5,1,1
2299,'2026/05/31 15:56:54:537',4,0.499366,0.805364,1,0.5,1,1
2300,'2026/05/31 15:56:54:570',4,0.499087,0.805621,1,0.5,1,1
2301,'2026/05/31 15:56:54:603',4,0.499406,0.804432,1,0.5,1,1
2302,'2026/05/31 15:56:54:637',4,0.499261,0.803751,1,0.5,1,1
2303,'2026/05/31 15:56:54:668',4,0.499507,0.803598,1,0.5,1,1
2304,'2026/05/31 15:56:54:705',4,0.49979,0.802515,1,0.5,1,1
2305,'2026/05/31 15:56:54:736',4,0.500531,0.802136,1,0.5,1,1
2306,'2026/05/31 15:56:54:770',4,0.501016,0.802337,1,0.5,1,1
2307,'2026/05/31 15:56:54:805',4,0.501413,0.801923,1,0.5,1,1
2308,'2026/05/31 15:56:54:836',4,0.501229,0.801972,1,0.5,1,1
2309,'2026/05/31 15:56:54:869',4,0.501428,0.801409,1,0.5,1,1
2310,'2026/05/31 15:56:54:903',4,0.502409,0.801293,1,0.5,1,1
2311,'2026/05/31 15:56:54:939',4,0.502423,0.800367,1,0.5,1,1
2312,'2026/05/31 15:56:54:971',4,0.502522,0.799811,1,0.5,1,1
2313,'2026/05/31 15:56:55:003',4,0.502672,0.799456,1,0.5,1,1
2314,'2026/05/31 15:56:55:037',4,0.503249,0.799571,1,0.5,1,1
2315,'2026/05/31 15:56:55:069',4,0.503276,0.799486,1,0.5,1,1
2316,'2026/05/31 15:56:55:103',4,0.503402,0.798847,1,0.5,1,1
2317,'2026/05/31 15:56:55:135',4,0.503584,0.799001,1,0.5,1,1
2318,'2026/05/31 15:56:55:172',4,0.504321,0.799562,1,0.5,1,1
2319,'2026/05/31 15:56:55:204',4,0.504749,0.79959,1,0.5,1,1
2320,'2026/05/31 15:56:55:235',4,0.506024,0.799843,1,0.5,1,1
2321,'2026/05/31 15:56:55:272',4,0.507514,0.799866,1,0.5,1,1
2322,'2026/05/31 15:56:55:302',4,0.508389,0.799649,1,0.5,1,1
2323,'2026/05/31 15:56:55:336',4,0.509019,0.799427,1,0.5,1,1
2324,'2026/05/31 15:56:55:367',4,0.509409,0.799081,1,0.5,1,1
2325,'2026/05/31 15:56:55:400',4,0.509464,0.797839,1,0.5,1,1
2326,'2026/05/31 15:56:55:433',4,0.509416,0.797465,1,0.5,1,1
2327,'2026/05/31 15:56:55:466',4,0.509096,0.797568,1,0.5,1,1
2328,'2026/05/31 15:56:55:499',4,0.50864,0.798108,1,0.5,1,1
2329,'2026/05/31 15:56:55:531',4,0.508058,0.798467,1,0.5,1,1
2330,'2026/05/31 15:56:55:566',4,0.508024,0.79749,1,0.5,1,1
2331,'2026/05/31 15:56:55:598',4,0.507942,0.797898,1,0.5,1,1
2332,'2026/05/31 15:56:55:630',4,0.507672,0.7978,1,0.5,1,1
2333,'2026/05/31 15:56:55:664',4,0.50748,0.797656,1,0.5,1,1
2334,'2026/05/31 15:56:55:697',4,0.507448,0.797512,1,0.5,1,1
2335,'2026/05/31 15:56:55:731',4,0.50719,0.797221,1,0.5,1,1
2336,'2026/05/31 15:56:55:765',4,0.506511,0.797302,1,0.5,1,1
2337,'2026/05/31 15:56:55:799',4,0.506183,0.796612,1,0.5,1,1
2338,'2026/05/31 15:56:55:833',4,0.505343,0.796408,1,0.5,1,1
2339,'2026/05/31 15:56:55:865',4,0.504483,0.79572,1,0.5,1,1
2340,'2026/05/31 15:56:55:900',4,0.50437,0.795756,1,0.5,1,1
2341,'2026/05/31 15:56:55:933',4,0.504373,0.795419,1,0.5,1,1
2342,'2026/05/31 15:56:55:965',4,0.504485,0.795992,1,0.5,1,1
2343,'2026/05/31 15:56:55:999',4,0.504619,0.795938,1,0.5,1,1
2344,'2026/05/31 15:56:56:032',4,0.504789,0.795693,1,0.5,1,1
2345,'2026/05/31 15:56:56:066',4,0.505045,0.79561,1,0.5,1,1
